timestamp,temperature_C,humidity_percent
2026-07-30 08:50:51,26,48
2026-07-30 08:50:53,26,48
2026-07-30 08:50:55,26,48
2026-07-30 08:50:57,26,48
2026-07-30 08:50:59,26,49
2026-07-30 08:51:01,26,49
2026-07-30 08:51:03,26,50
2026-07-30 08:51:05,26,49
2026-07-30 08:51:07,26,49
2026-07-30 08:51:09,26,49
2026-07-30 08:51:11,26,49
2026-07-30 08:51:13,26,49
2026-07-30 08:51:15,26,48
2026-07-30 08:51:17,26,48
2026-07-30 08:51:19,26,48
2026-07-30 08:51:21,26,48
2026-07-30 08:51:23,26,48
2026-07-30 08:51:25,26,48
2026-07-30 08:51:27,26,48
2026-07-30 08:51:29,26,48
2026-07-30 08:51:31,26,48
2026-07-30 08:51:33,26,48
2026-07-30 08:51:35,26,48
2026-07-30 08:51:37,26,48
2026-07-30 08:51:39,25,49
2026-07-30 08:51:41,25,49
2026-07-30 08:51:43,25,49
2026-07-30 08:51:45,26,49
2026-07-30 08:51:47,25,49
2026-07-30 08:51:49,25,49
2026-07-30 08:51:51,25,49
2026-07-30 08:51:53,25,49
2026-07-30 08:51:55,25,49
2026-07-30 08:51:57,25,49
2026-07-30 08:51:59,25,50
2026-07-30 08:52:01,25,50
2026-07-30 08:52:03,25,50
2026-07-30 08:52:05,25,50
2026-07-30 08:52:07,25,50
2026-07-30 08:52:09,25,51
2026-07-30 08:52:11,25,51
2026-07-30 08:52:13,25,51
2026-07-30 08:52:15,25,51
2026-07-30 08:52:18,25,51
2026-07-30 08:52:20,25,51
2026-07-30 08:52:22,25,51
2026-07-30 10:05:52,25,56
2026-07-30 10:05:54,25,56
2026-07-30 10:05:56,25,56
2026-07-30 10:05:58,25,56
2026-07-30 10:06:00,25,56
2026-07-30 10:06:02,25,56
2026-07-30 10:06:04,25,56
2026-07-30 10:06:06,25,57
2026-07-30 10:06:08,25,57
2026-07-30 10:06:10,25,57
2026-07-30 10:06:12,25,57
2026-07-30 10:06:14,25,56
2026-07-30 10:06:17,25,56
2026-07-30 10:06:19,25,56
2026-07-30 10:06:21,25,56
2026-07-30 10:06:23,25,56
2026-07-30 10:06:25,25,56
2026-07-30 10:06:27,25,56
2026-07-30 10:06:29,25,56
2026-07-30 10:06:31,25,56
2026-07-30 10:06:33,25,56
2026-07-30 10:06:35,25,56
2026-07-30 10:06:37,25,56
2026-07-30 10:06:39,25,56
2026-07-30 10:06:41,25,56
2026-07-30 10:06:43,25,56
2026-07-30 10:06:45,25,55
2026-07-30 10:06:47,25,56
2026-07-30 10:06:49,25,55
2026-07-30 10:06:51,25,55
2026-07-30 10:06:53,25,55
2026-07-30 10:06:55,25,55
2026-07-30 10:06:57,25,55
2026-07-30 10:06:59,25,56
2026-07-30 10:07:01,25,56
2026-07-30 10:07:03,25,56
2026-07-30 10:07:05,25,56
2026-07-30 10:07:07,25,56
2026-07-30 10:07:09,25,56
2026-07-30 10:07:11,25,57
2026-07-30 10:07:13,25,57
2026-07-30 10:07:15,25,57
2026-07-30 10:07:17,25,57
2026-07-30 10:07:19,25,57
2026-07-30 10:07:21,25,58
2026-07-30 10:07:23,25,57
2026-07-30 10:07:25,25,57
2026-07-30 10:07:27,25,58
2026-07-30 10:07:29,25,58
2026-07-30 10:07:31,25,59
2026-07-30 10:07:33,25,59
2026-07-30 10:07:35,25,59
2026-07-30 10:07:37,25,59
2026-07-30 10:07:39,25,59
2026-07-30 10:07:41,25,58
2026-07-30 10:07:44,25,58
2026-07-30 10:07:46,25,58
2026-07-30 10:07:48,25,58
2026-07-30 10:07:50,25,58
2026-07-30 10:07:52,25,59
2026-07-30 10:07:54,25,59
2026-07-30 10:07:56,25,58
2026-07-30 10:07:58,25,58
2026-07-30 10:08:00,25,58
2026-07-30 10:08:02,25,58
2026-07-30 10:08:04,25,58
2026-07-30 10:08:06,25,58
2026-07-30 10:08:08,25,58
2026-07-30 10:08:10,25,58
2026-07-30 10:08:12,25,57
2026-07-30 10:08:14,25,57
2026-07-30 10:08:16,25,57
2026-07-30 10:08:18,25,56
2026-07-30 10:08:20,25,56
2026-07-30 10:08:22,25,56
2026-07-30 10:08:24,25,56
2026-07-30 10:08:26,25,56
2026-07-30 10:08:28,25,56
2026-07-30 10:08:30,25,55
2026-07-30 10:08:32,25,55
2026-07-30 10:08:34,25,54
2026-07-30 10:08:36,25,55
2026-07-30 10:08:38,25,56
2026-07-30 10:08:40,25,56
2026-07-30 10:08:42,25,56
2026-07-30 10:08:44,25,56
2026-07-30 10:08:46,25,55
2026-07-30 10:08:48,25,55
2026-07-30 10:08:50,25,54
2026-07-30 10:08:52,25,54
2026-07-30 10:08:54,25,54
2026-07-30 10:08:56,25,54
2026-07-30 10:08:58,25,54
2026-07-30 10:09:00,25,54
2026-07-30 10:09:02,25,55
2026-07-30 10:09:04,25,55
2026-07-30 10:09:06,25,56
2026-07-30 10:09:09,25,56
2026-07-30 10:09:11,25,56
2026-07-30 10:09:13,25,56
2026-07-30 10:09:15,25,56
2026-07-30 10:09:17,25,56
2026-07-30 10:09:19,25,56
2026-07-30 10:09:21,25,56
2026-07-30 10:09:23,25,57
2026-07-30 10:09:25,25,57
2026-07-30 10:09:27,25,57
2026-07-30 10:09:29,25,56
2026-07-30 10:09:31,25,56
2026-07-30 10:09:33,25,55
2026-07-30 10:09:35,25,56
2026-07-30 10:09:37,25,56
2026-07-30 10:09:39,25,56
2026-07-30 10:09:41,25,57
2026-07-30 10:09:43,25,57
2026-07-30 10:09:45,25,58
2026-07-30 10:09:47,25,58
2026-07-30 10:09:49,25,58
2026-07-30 10:09:51,25,58
2026-07-30 10:09:53,25,58
2026-07-30 10:09:55,25,58
2026-07-30 10:09:57,25,59
2026-07-30 10:09:59,25,58
2026-07-30 10:10:01,25,58
2026-07-30 10:10:03,25,58
2026-07-30 10:10:05,25,58
2026-07-30 10:10:07,25,58
2026-07-30 10:10:09,25,58
2026-07-30 10:10:11,25,58
2026-07-30 10:10:13,25,58
2026-07-30 10:10:15,25,58
2026-07-30 10:10:17,25,58
2026-07-30 10:10:19,25,58
2026-07-30 10:10:21,25,57
2026-07-30 10:10:23,25,58
2026-07-30 10:10:25,25,58
2026-07-30 10:10:27,25,58
2026-07-30 10:10:29,25,58
2026-07-30 10:10:31,25,58
2026-07-30 10:10:33,25,57
2026-07-30 10:10:36,25,57
2026-07-30 10:10:38,25,57
2026-07-30 10:10:40,25,56
2026-07-30 10:10:42,25,57
2026-07-30 10:10:44,25,57
2026-07-30 10:10:46,25,57
2026-07-30 10:10:48,25,57
2026-07-30 10:10:50,25,57
2026-07-30 10:10:52,25,57
2026-07-30 10:10:54,25,57
2026-07-30 10:10:56,25,57
2026-07-30 10:10:58,25,57
2026-07-30 10:11:00,25,57
2026-07-30 10:11:02,25,57
2026-07-30 10:11:04,25,58
2026-07-30 10:11:06,25,58
2026-07-30 10:11:08,25,58
2026-07-30 10:11:10,25,58
2026-07-30 10:11:12,25,57
2026-07-30 10:11:14,25,57
2026-07-30 10:11:16,25,57
2026-07-30 10:11:18,25,57
2026-07-30 10:11:20,25,56
2026-07-30 10:11:22,25,56
2026-07-30 10:11:24,25,56
2026-07-30 10:11:26,25,55
2026-07-30 10:11:28,25,55
2026-07-30 10:11:30,25,54
2026-07-30 10:11:32,25,54
2026-07-30 10:11:34,25,54
2026-07-30 10:11:36,25,53
2026-07-30 10:11:38,25,53
2026-07-30 10:11:40,25,53
2026-07-30 10:11:42,25,53
2026-07-30 10:11:44,25,54
2026-07-30 10:11:46,25,54
2026-07-30 10:11:48,25,54
2026-07-30 10:11:50,25,53
2026-07-30 10:11:52,25,53
2026-07-30 10:11:54,25,53
2026-07-30 10:11:56,25,54
2026-07-30 10:11:58,25,54
2026-07-30 10:12:00,25,54
2026-07-30 10:12:03,25,54
2026-07-30 10:12:05,25,53
2026-07-30 10:12:07,25,53
2026-07-30 10:12:09,25,53
2026-07-30 10:12:11,25,53
2026-07-30 10:12:13,25,53
2026-07-30 10:12:15,25,53
2026-07-30 10:12:17,25,52
2026-07-30 10:12:19,25,52
2026-07-30 10:12:21,25,52
2026-07-30 10:12:23,25,52
2026-07-30 10:12:25,25,52
2026-07-30 10:12:27,25,52
2026-07-30 10:12:29,25,53
2026-07-30 10:12:31,25,53
2026-07-30 10:12:33,25,53
2026-07-30 10:12:35,25,53
2026-07-30 10:12:37,25,53
2026-07-30 10:12:39,25,54
2026-07-30 10:12:41,25,54
2026-07-30 10:12:43,25,54
2026-07-30 10:12:45,25,54
2026-07-30 10:12:47,25,54
2026-07-30 10:12:49,25,54
2026-07-30 10:12:51,25,54
2026-07-30 10:12:53,25,54
2026-07-30 10:12:55,25,54
2026-07-30 10:12:57,25,54
2026-07-30 10:12:59,25,54
2026-07-30 10:13:01,25,54
2026-07-30 10:13:03,25,55
2026-07-30 10:13:05,25,56
2026-07-30 10:13:07,25,56
2026-07-30 10:13:09,25,56
2026-07-30 10:13:11,25,55
2026-07-30 10:13:13,25,55
2026-07-30 10:13:15,25,54
2026-07-30 10:13:17,25,54
2026-07-30 10:13:19,25,54
2026-07-30 10:13:21,25,54
2026-07-30 10:13:23,25,53
2026-07-30 10:13:25,25,54
2026-07-30 10:13:27,25,53
2026-07-30 10:13:30,25,54
2026-07-30 10:13:32,25,53
2026-07-30 10:13:34,25,53
2026-07-30 10:13:36,25,53
2026-07-30 10:13:38,25,53
2026-07-30 10:13:40,25,54
2026-07-30 10:13:42,25,54
2026-07-30 10:13:44,25,54
2026-07-30 10:13:46,25,54
2026-07-30 10:13:48,25,53
2026-07-30 10:13:50,25,53
2026-07-30 10:13:52,25,53
2026-07-30 10:13:54,25,53
2026-07-30 10:13:56,25,52
2026-07-30 10:13:58,25,52
2026-07-30 10:14:00,25,53
2026-07-30 10:14:02,25,53
2026-07-30 10:14:04,25,53
2026-07-30 10:14:06,25,53
2026-07-30 10:14:08,25,53
2026-07-30 10:14:10,25,53
2026-07-30 10:14:12,25,53
2026-07-30 10:14:14,25,53
2026-07-30 10:14:16,25,53
2026-07-30 10:14:18,25,53
2026-07-30 10:14:20,25,54
2026-07-30 10:14:22,25,54
2026-07-30 10:14:24,25,54
2026-07-30 10:14:26,25,54
2026-07-30 10:14:28,25,54
2026-07-30 10:14:30,25,54
2026-07-30 10:14:32,25,54
2026-07-30 10:14:34,25,54
2026-07-30 10:14:36,25,54
2026-07-30 10:14:38,25,54
2026-07-30 10:14:40,25,54
2026-07-30 10:14:42,25,54
2026-07-30 10:14:44,25,54
2026-07-30 10:14:46,25,54
2026-07-30 10:14:48,25,54
2026-07-30 10:14:50,25,54
2026-07-30 10:14:52,25,54
2026-07-30 10:14:54,25,54
2026-07-30 10:14:57,25,54
2026-07-30 10:14:59,25,54
2026-07-30 10:15:01,25,54
2026-07-30 10:15:03,25,53
2026-07-30 10:15:05,25,53
2026-07-30 10:15:07,25,53
2026-07-30 10:15:09,25,53
2026-07-30 10:15:11,25,53
2026-07-30 10:15:13,25,52
2026-07-30 10:15:15,25,52
2026-07-30 10:15:17,25,52
2026-07-30 10:15:19,25,53
2026-07-30 10:15:21,25,53
2026-07-30 10:15:23,25,53
2026-07-30 10:15:25,25,53
2026-07-30 10:15:27,25,52
2026-07-30 10:15:29,25,52
2026-07-30 10:15:31,25,52
2026-07-30 10:15:33,25,52
2026-07-30 10:15:35,25,53
2026-07-30 10:15:37,25,53
2026-07-30 10:15:39,25,53
2026-07-30 10:15:41,25,53
2026-07-30 10:15:43,25,52
2026-07-30 10:15:45,25,52
2026-07-30 10:15:47,25,52
2026-07-30 10:15:49,25,52
2026-07-30 10:15:51,25,52
2026-07-30 10:15:53,25,52
2026-07-30 10:15:55,25,52
2026-07-30 10:15:57,25,52
2026-07-30 10:15:59,25,53
2026-07-30 10:16:01,25,53
2026-07-30 10:16:03,25,53
2026-07-30 10:16:05,25,53
2026-07-30 10:16:07,25,53
2026-07-30 10:16:09,25,53
2026-07-30 10:16:11,25,52
2026-07-30 10:16:13,25,52
2026-07-30 10:16:15,25,52
2026-07-30 10:16:17,25,52
2026-07-30 10:16:19,25,52
2026-07-30 10:16:21,25,52
2026-07-30 10:16:24,25,53
2026-07-30 10:16:26,25,53
2026-07-30 10:16:28,25,53
2026-07-30 10:16:30,25,54
2026-07-30 10:16:32,25,54
2026-07-30 10:16:34,25,54
2026-07-30 10:16:36,25,54
2026-07-30 10:16:38,25,53
2026-07-30 10:16:40,25,53
2026-07-30 10:16:42,25,53
2026-07-30 10:16:44,25,53
2026-07-30 10:16:46,25,53
2026-07-30 10:16:48,25,53
2026-07-30 10:16:50,25,54
2026-07-30 10:16:52,25,54
2026-07-30 10:16:54,25,53
2026-07-30 10:16:56,25,53
2026-07-30 10:16:58,25,53
2026-07-30 10:17:00,25,53
2026-07-30 10:17:02,25,53
2026-07-30 10:17:04,25,53
2026-07-30 10:17:06,25,53
2026-07-30 10:17:08,25,53
2026-07-30 10:17:10,25,54
2026-07-30 10:17:12,25,53
2026-07-30 10:17:14,25,53
2026-07-30 10:17:16,25,53
2026-07-30 10:17:18,25,53
2026-07-30 10:17:20,25,53
2026-07-30 10:17:22,25,53
2026-07-30 10:17:24,25,53
2026-07-30 10:17:26,25,52
2026-07-30 10:17:28,25,52
2026-07-30 10:17:30,25,52
2026-07-30 10:17:32,25,52
2026-07-30 10:17:34,25,54
2026-07-30 10:17:36,25,54
2026-07-30 10:17:38,25,54
2026-07-30 10:17:40,25,54
2026-07-30 10:17:42,25,54
2026-07-30 10:17:44,25,54
2026-07-30 10:17:46,25,54
2026-07-30 10:17:48,25,54
2026-07-30 10:17:51,25,54
2026-07-30 10:17:53,25,55
2026-07-30 10:17:55,25,55
2026-07-30 10:17:57,25,55
2026-07-30 10:17:59,25,55
2026-07-30 10:18:01,25,54
2026-07-30 10:18:03,25,54
2026-07-30 10:18:05,25,54
2026-07-30 10:18:07,25,54
2026-07-30 10:18:09,25,54
2026-07-30 10:18:11,25,53
2026-07-30 10:18:13,25,53
2026-07-30 10:18:15,25,53
2026-07-30 10:18:17,25,53
2026-07-30 10:18:19,25,53
2026-07-30 10:18:21,25,53
2026-07-30 10:18:23,25,53
2026-07-30 10:18:25,25,53
2026-07-30 10:18:27,25,54
2026-07-30 10:18:29,25,54
2026-07-30 10:18:31,25,54
2026-07-30 10:18:33,25,54
2026-07-30 10:18:35,25,54
2026-07-30 10:18:39,25,54
2026-07-30 10:19:01,25,54
2026-07-30 10:19:03,25,55
2026-07-30 10:19:05,25,55
2026-07-30 10:19:07,25,55
2026-07-30 10:19:09,25,55
2026-07-30 10:19:11,24,56
2026-07-30 10:19:13,25,56
2026-07-30 10:19:15,25,55
2026-07-30 10:19:18,25,55
2026-07-30 10:19:27,25,55
2026-07-30 10:19:29,25,55
2026-07-30 10:19:31,25,55
2026-07-30 10:19:35,25,54
2026-07-30 10:19:37,25,54
2026-07-30 10:19:39,24,54
2026-07-30 10:19:41,24,54
2026-07-30 10:19:43,25,54
2026-07-30 10:19:45,24,54
2026-07-30 10:19:47,24,54
2026-07-30 10:19:49,24,54
2026-07-30 10:19:51,24,54
2026-07-30 10:19:53,24,54
2026-07-30 10:19:55,24,54
2026-07-30 10:19:57,24,54
2026-07-30 10:19:59,24,53
2026-07-30 10:20:01,24,53
2026-07-30 10:20:03,24,53
2026-07-30 10:20:05,24,53
2026-07-30 10:20:07,24,53
2026-07-30 10:20:09,24,53
2026-07-30 10:20:11,24,52
2026-07-30 10:20:13,24,52
2026-07-30 10:20:15,24,52
2026-07-30 10:20:17,24,53
2026-07-30 10:20:19,24,53
2026-07-30 10:20:21,24,53
2026-07-30 10:20:23,24,53
2026-07-30 10:20:26,24,53
2026-07-30 10:20:28,24,53
2026-07-30 10:20:30,24,53
2026-07-30 10:20:32,24,54
2026-07-30 10:20:34,24,54
2026-07-30 10:20:36,24,54
2026-07-30 10:20:38,24,54
2026-07-30 10:20:40,24,54
2026-07-30 10:20:42,24,54
2026-07-30 10:20:44,25,54
2026-07-30 10:20:46,25,54
2026-07-30 10:20:48,24,53
2026-07-30 10:20:50,25,54
2026-07-30 10:20:52,25,53
2026-07-30 10:20:54,25,53
2026-07-30 10:20:56,25,53
2026-07-30 10:20:58,25,53
2026-07-30 10:21:00,24,52
2026-07-30 10:21:02,25,52
2026-07-30 10:21:04,25,53
2026-07-30 10:21:06,25,53
2026-07-30 10:21:08,25,52
2026-07-30 10:21:10,25,52
2026-07-30 10:21:12,25,53
2026-07-30 10:21:14,25,53
2026-07-30 10:21:16,24,52
2026-07-30 10:21:18,24,52
2026-07-30 10:21:20,25,52
2026-07-30 10:21:22,24,53
2026-07-30 10:21:24,25,53
2026-07-30 10:21:26,25,53
2026-07-30 10:21:28,25,52
2026-07-30 10:21:30,24,52
2026-07-30 10:21:32,24,52
2026-07-30 10:21:34,25,53
2026-07-30 10:21:36,24,53
2026-07-30 10:21:38,24,53
2026-07-30 10:21:40,24,53
2026-07-30 10:21:42,25,53
2026-07-30 10:21:44,24,53
2026-07-30 10:21:46,25,53
2026-07-30 10:21:48,24,53
2026-07-30 10:21:50,25,53
2026-07-30 10:21:53,24,52
2026-07-30 10:21:55,25,52
2026-07-30 10:21:57,25,52
2026-07-30 10:21:59,25,52
2026-07-30 10:22:01,25,52
2026-07-30 10:22:03,24,52
2026-07-30 10:22:05,25,52
2026-07-30 10:22:07,25,53
2026-07-30 10:22:09,25,53
2026-07-30 10:22:11,25,53
2026-07-30 10:22:13,25,53
2026-07-30 10:22:15,25,53
2026-07-30 10:22:17,25,54
2026-07-30 10:22:19,25,54
2026-07-30 10:22:21,25,54
2026-07-30 10:22:23,25,54
2026-07-30 10:22:25,25,54
2026-07-30 10:22:27,25,54
2026-07-30 10:22:29,25,54
2026-07-30 10:22:31,25,54
2026-07-30 10:22:33,25,54
2026-07-30 10:22:35,25,54
2026-07-30 10:22:37,25,54
2026-07-30 10:22:39,25,54
2026-07-30 10:22:41,25,54
2026-07-30 10:22:43,25,54
2026-07-30 10:22:45,25,54
2026-07-30 10:22:47,25,54
2026-07-30 10:22:49,25,54
2026-07-30 10:22:51,25,54
2026-07-30 10:22:53,25,54
2026-07-30 10:22:55,25,55
2026-07-30 10:22:57,25,55
2026-07-30 10:22:59,25,56
2026-07-30 10:23:01,25,56
2026-07-30 10:23:03,25,56
2026-07-30 10:23:05,25,55
2026-07-30 10:23:07,25,54
2026-07-30 10:23:09,25,54
2026-07-30 10:23:11,25,55
2026-07-30 10:23:13,25,56
2026-07-30 10:23:15,25,56
2026-07-30 10:23:17,25,57
2026-07-30 10:23:20,25,57
2026-07-30 10:23:22,25,56
2026-07-30 10:23:24,25,55
2026-07-30 10:23:26,25,55
2026-07-30 10:23:28,25,55
2026-07-30 10:23:30,25,55
2026-07-30 10:23:32,25,55
2026-07-30 10:23:34,25,55
2026-07-30 10:23:36,25,56
2026-07-30 10:23:38,25,56
2026-07-30 10:23:40,25,56
2026-07-30 10:23:42,25,56
2026-07-30 10:23:44,25,56
2026-07-30 14:43:16,24,52,local
2026-07-30 14:43:18,24,54,local
2026-07-30 14:43:20,24,54,local
2026-07-30 14:43:22,24,54,local
2026-07-30 14:43:24,24,54,local
2026-07-30 14:43:26,24,54,local
2026-07-30 14:43:28,24,54,local
2026-07-30 14:43:30,24,54,local
2026-07-30 14:43:32,24,54,local
2026-07-30 14:43:34,24,54,local
2026-07-30 14:43:36,24,54,local
2026-07-30 14:43:38,24,54,local
2026-07-30 14:43:40,24,54,local
2026-07-30 14:43:42,24,57,local
2026-07-30 14:43:45,24,59,local
2026-07-30 14:43:47,25,62,local
2026-07-30 14:43:49,25,62,local
2026-07-30 14:43:51,25,62,local
2026-07-30 14:43:53,25,61,local
2026-07-30 14:43:55,25,60,local
2026-07-30 14:43:57,25,59,local
2026-07-30 14:43:59,25,58,local
2026-07-30 14:44:01,25,58,local
2026-07-30 14:44:03,25,57,local
2026-07-30 14:44:05,25,57,local
2026-07-30 14:44:07,25,56,local
2026-07-30 14:44:09,25,56,local
2026-07-30 14:44:11,25,55,local
2026-07-30 14:44:13,25,55,local
2026-07-30 14:44:15,25,55,local
2026-07-30 14:44:17,25,54,local
2026-07-30 14:44:19,25,54,local
2026-07-30 14:44:21,25,54,local
2026-07-30 14:44:23,25,54,local
2026-07-30 14:44:25,25,54,local
2026-07-30 14:44:27,25,53,local
2026-07-30 14:44:29,25,53,local
2026-07-30 14:44:31,25,53,local
2026-07-30 14:44:33,25,53,local
2026-07-30 14:44:35,25,53,local
2026-07-30 14:44:37,25,53,local
2026-07-30 14:44:39,25,53,local
2026-07-30 14:44:41,25,53,local
2026-07-30 14:44:43,25,53,local
2026-07-30 14:44:45,25,53,local
2026-07-30 14:44:47,25,53,local
2026-07-30 14:44:49,25,53,local
2026-07-30 14:44:51,25,53,local
2026-07-30 14:44:53,25,53,local
2026-07-30 14:44:56,25,53,local
2026-07-30 14:44:58,25,56,local
2026-07-30 14:45:00,25,60,local
2026-07-30 14:45:02,25,64,local
2026-07-30 14:45:04,25,67,local
2026-07-30 14:45:06,25,67,local
2026-07-30 14:45:08,26,66,local
2026-07-30 14:45:10,26,65,local
2026-07-30 14:45:12,26,63,local
2026-07-30 14:45:14,26,62,local
2026-07-30 14:45:16,26,61,local
2026-07-30 14:45:18,26,60,local
2026-07-30 14:45:20,26,59,local
2026-07-30 14:45:22,26,58,local
2026-07-30 14:45:24,26,57,local
2026-07-30 14:45:26,26,56,local
2026-07-30 14:45:28,26,56,local
2026-07-30 14:45:30,26,55,local
2026-07-30 14:45:32,26,55,local
2026-07-30 14:45:34,26,54,local
2026-07-30 14:45:36,26,54,local
2026-07-30 14:45:38,26,54,local
2026-07-30 14:45:40,26,54,local
2026-07-30 14:45:42,26,53,local
2026-07-30 14:45:44,26,53,local
2026-07-30 14:45:46,26,53,local
2026-07-30 14:45:48,26,53,local
2026-07-30 14:45:50,26,53,local
2026-07-30 14:45:52,26,53,local
2026-07-30 14:45:54,26,52,local
2026-07-30 14:45:56,26,52,local
2026-07-30 14:45:58,26,52,local
2026-07-30 14:46:00,26,52,local
2026-07-30 14:46:02,26,52,local
2026-07-30 14:46:05,26,52,local
2026-07-30 14:46:07,26,52,local
2026-07-30 14:46:09,25,52,local
2026-07-30 14:46:11,25,52,local
2026-07-30 14:46:13,25,52,local
2026-07-30 14:46:15,25,52,local
2026-07-30 14:46:17,25,52,local
2026-07-30 14:46:19,25,52,local
2026-07-30 14:46:21,25,52,local
2026-07-30 14:46:23,25,52,local
2026-07-30 14:46:25,25,52,local
2026-07-30 14:46:27,25,52,local
2026-07-30 14:46:29,25,52,local
2026-07-30 14:46:31,25,52,local
2026-07-30 14:46:33,25,52,local
2026-07-30 14:46:35,25,52,local
2026-07-30 14:46:37,25,52,local
2026-07-30 14:46:39,25,52,local
2026-07-30 14:46:41,25,52,local
2026-07-30 14:46:43,25,52,local
2026-07-30 14:46:45,25,52,local
2026-07-30 14:46:47,25,52,local
2026-07-30 14:46:49,25,52,local
2026-07-30 14:46:51,25,52,local
2026-07-30 14:46:53,25,52,local
2026-07-30 14:46:55,25,52,local
2026-07-30 14:46:57,25,52,local
2026-07-30 14:46:59,25,52,local
2026-07-30 14:47:01,25,52,local
2026-07-30 14:47:03,25,52,local
2026-07-30 14:47:05,25,52,local
2026-07-30 14:47:07,25,52,local
2026-07-30 14:47:09,25,52,local
2026-07-30 14:47:11,25,52,local
2026-07-30 14:47:13,25,52,local
